caption	answer	add_caption	c1_variable	c1_comp	c1_condition	c2_variable	c2_comp	c2_condition	c3_variable	c3_comp	c3_condition
Prince Helseth	Prince Helseth is a Dark Elf. I’ve never seen a Dark Elf. Is it true your own skin turns ash-colored if you touch one?|Don’t know much about Prince Helseth, %ra. I just hear he wants the throne, is all.|Got a dark reputation, that one. May the King keep him far aways from here!		Region Name	==	Wayrest						
Princess Morgiah	She's every bit Queen Barenziah's daughter, with all the grace and twice the cunning. She'll do well for herself.|The princess is known to have an interest in the arcane arts. Some say she’s as skilled as any of High Rock’s mages.|Princess Morgiah keeps to herself mostly. One of those types who's always plotting two steps ahead, at least that’s what they say.|She's not in line for the throne like Prince Helseth or Princess Elysana. Princess Morgiah seems more interested in her studies and her magical pursuits.	Queen Barenziah|High Rock|-|Prince Helseth,Princess Elysana	MapID	==	630439035	Random Number (NPC)	>	50			
Princess Morgiah	Princess Morgiah might seem sweet, but remember, she's a Dark Elf. They grow up learning the art of deception. It's like mother's milk to them.|I've heard she's dabbling in magic, that one. Dark Elf sorcery, no doubt. Always whispering with the court mages.|Princess Morgiah is more reserved than Prince Helseth. She doesn’t scheme out loud. But that makes her all the more dangerous, I say.|Morgiah might not seek the throne, but that doesn’t mean she lacks ambition. It’s just not directed at Wayrest.	Dark Elves|Dark Elves|Prince Helseth|-	MapID	==	630439035						
Princess Morgiah	Is that King Eadwyre’s or Queen Barenziah’s daughter? Get them mixed up, I do.|I hear she’s a sorceress just like her mum.|Don’t know Princess Morgiah from a stack of hay. Ask around in the city o’ Wayrest.		Region Name	==	Wayrest						
Dark Elves	Dark Elves have skin as dark as ash and eyes red as fire. They hail from Morrowind, a land as harsh as they are.|Dark Elves are steeped in ancient traditions. They revere their ancestors and worship living gods.|If you're dealing with a Dark Elf, expect a fiery temper and a sharp mind. They're not easily fooled and even harder to intimidate.|The Dark Elves have a reputation for being mysterious and secretive. They guard their inner thoughts fiercely.|Our Queen Barenziah is a Dark Elf, and so are her children. They're a proud people, strong in magic and mind.|Dark Elves are ambitious and clever. Look at Prince Helseth and Princess Morgiah, always a step ahead of everyone.	-|-|-|-|Queen Barenziah|Prince Helseth, Princess Morgiah	MapID	==	630439035	Random Number (NPC)	>	50			
Dark Elves	Dark Elves in power here? What's next, Argonians in the temple? Barenziah may be queen, but her children, Helseth and Morgiah, remind us daily that blood will out.|Have you noticed how those Dark Elves stick together? Barenziah, Helseth, Morgiah—they're plotting something. It's always about ambition with them.|Dark Elves ruling in Wayrest? It's unnatural. They belong in Morrowind, not here meddling in our affairs.|A Dark Elf dynasty here? What next? Are we to bow to Morrowind's gods and adopt their dark customs?|You've heard the stories from Morrowind, haven't you? Dark Elves and their Daedra. Makes you wonder what Barenziah and her children worship.|They say Dark Elves have a bit of the daedric in them.	Queen Barenziah, Prince Helseth, Princess Morgiah|Queen Barenziah, Prince Helseth, Princess Morgiah|-|-|Queen Barenziah|-	MapID	==	630439035						
Lord Woodborne	He's always at court these days. Ever since the betrothal, he's been like Princess Elysana's shadow.|They say Lord Woodborne's from a respectable line, but not one of our most prominent families. Even so, his marriage to Princess Elysana could take him all the way to the throne of Wayrest.|Lord Woodborne and Princess Elysana, now there's a match with promise. He's got the mind for strategy, they say.|Some whisper that Lord Woodborne's got eyes on the throne, through marriage. Ambitious, isn’t he?|I've heard he's quite taken with Princess Elysana. You think it’s true love, or just politics?|Woodborne’s family has always been loyal to Wayrest. His marriage to Princess Elysana might just propel him to the top.|Lord Woodborne’s lands are well-kept, and his people seem content. Good signs, if he's to be our future prince consort.|Lord Woodborne’s quite the diplomat, always knows exactly what to say and when to say it.|His engagement to Princess Elysana took many by surprise. They say it was a love match. Romantic, if you believe in that sort of thing.|Lord Woodborne's betrothed to our Princess Elysana. Seems to have won the King's favor, he has.|That Lord Woodborne's a sharp one, securing an engagement with Princess Elysana. He's climbing high, fast!|Some whisper he has ambitions for greater power. Well, what noble doesn't?|Woodborne's a strong supporter of King Eadwyre. He's always by his side during council meetings.	Princess Elysana|Princess Elysana|Princess Elysana|-|Princess Elysana|Princess Elysana|-|-|Princess Elysana|Princess Elysana|Princess Elysana|Princess Elysana|-|King Eadwyre	MapID	==	630439035						
Orcs	Orcs are savages, always raiding our northern towns and causing havoc. We’d be better off without them around here.|Orcs are like wild beasts, only craftier.|Those monsters? I've heard they eat human flesh. Barbarians!|Orcs belong in the wilderness, not among civilized folk. They're more beast than man.|Those creatures have a foul stench and a foul temper. Best avoided.|Have you seen their camps? Filth and bones everywhere. It's disgusting.|Orcs are all the same: violent, crude, and bestial.|Why the Empire allows them to roam freely is beyond me. They should all be hunted down.|Those beasts should stick to their strongholds and leave decent folks alone.|Keep your cattle close and your children closer. Orcs have been known to snatch both.|I don't see why we speak of Orcs in polite conversation. They're barely a step above goblins.|I've heard that some places try to treat them like people. Can you imagine?	-|-|-|-|-|-|-|the Empire|-|-|-|-	Region Name	==	Wayrest						
the Knights of the Rose	The Knights of the Rose are consecrated as protectors and warriors for the royal family and kingdom of Wayrest.|Joining the Knights of the Rose is considered one of the highest honors in Wayrest. Only the bravest and most noble are chosen.|The Knights of the Rose serve as the king’s right hand, enforcing his royal decrees and protecting the realm.		Region Name	==	Wayrest						
the Dark Brotherhood	The Dark Brotherhood is a very mysterious organization, often hired as assassins by the more pragmatic rulers. They have a reputation as maniacs and daedra worshippers, but they must be doing something right. They've been around for thousands of years. | A bunch of assassins posing as a religious order. | They're more or less the official Assassin's Guild of Tamriel. Most kingdoms have declared them to be an illegal organization, but it's one thing to make a declaration... | They're sorta a religious group, but not like a temple. Imagine a bunch of priests with knives and blood on the mind.		Region Name	==	Wayrest						
Daggerfall	We may have peace now, but with Daggerfall, you never really know.|Daggerfall’s ambition doesn't end at its walls. Its new king eyes all of the Iliac Bay.|Wayrest controls trade through the Bjoulsae River, but after snatching Betony, Daggerfall controls trade through the Iliac Bay. Things are bound to come to a head.		Region Name	==	Wayrest						
Sentinel	I hear their markets are a treasure trove. If you're looking for rare goods from throughout Hammerfell, Sentinel's the place.|You'll find no finer crafts than those from Sentinel. Their artisans are top-notch.|Sentinel and Daggerfall may be at each others throats right now, but in ten years time they'll be joining forces against Wayrest. It's the way of the Iliac Bay.	-|-|Daggerfall	Region Name	==	Wayrest						
Any advice?	If you're good at bashing stuff and don't have any other life skills, you can always find grunt work at the Fighters Guild.|Most magic users looking to improve their craft turn to the Mages Guild. Of course, there are some who turn to… other paths.|I'm not saying you've got the face of a criminal, but if you're thinking of free-lancing: don't. Ask permission from the Thieves Guild before doing anything stupid.|Wander too far into the wilderness and you just might stumble onto some witches. They live in covens and summon Daedra to do their bidding.|Pay attention to the local holidays when you travel. You can find yourself some steep discounts or just have yourself a good time at the festivities.|Be sure to sleep in a bed you’ve paid for. I’ve seen many a vagrant arrested for sleeping in the streets.|Watch your back in any dealings with nobles. Most of them have contacts in the Dark Brotherhood.|You should consider becoming a member of one of the Temples of the Divines. You'll find a community and gain access to their services.|When you take on a task, you better be aware of how much time you've got. Folks don’t take kindly to delays, and missing a deadline will hurt your reputation real fast.|Vampirism and lycanthropy... most folk think they're curses, and sure, they’ve got their problems. But let me tell you, the power you get in return? Increased strength, enhanced senses... it's not all bad.|Merchants will always try to squeeze as much coin out of you as they can. Never settle for the first price they offer—haggle with them.|Different merchants give different prices for the same goods. If you’re trying to sell off your loot or buy some fancy new armor, check a few shops first.|You’re no good to anyone if you’re dead tired. Rest when you can, but only in safe spots. Don’t just curl up in any dark corner unless you want a blade between your ribs.|You think carrying all your gold is a good idea? Gold weighs you down. You can barely run if you’re lugging around a king’s ransom. Use the banks, mate. They’ll hold your gold.|Don’t waste time trying to figure things out on your own. Trainers at guilds can boost your skills faster than you can on your own. Sure, it’ll cost you some gold, but it’s worth it.|People talk. Your reputation follows you everywhere. If you’ve done good work for the right people, you’ll find shopkeepers giving you better deals, and nobles trusting you with more important work.	the Fighters Guild|the Mages Guild|the Thieves Guild|witches|holidays|-|the Dark Brotherhood|-									
a joke	“How is your wife?" asked Zalither. “She's in bed with laryngitis," replied Harlyth. “Is that Argonian bastard back in town again?"|“I keep seeing spots before my eyes." “Have you seen a healer?" “No, just spots."|A big Nord named Julgen was set on by a gang of thieves. He fought them furiously, but in the end, they beat him into semiconsciousness. They searched his pockets and discovered that he only had three gold pieces on him. “Do you mean to tell us you fought us like a mad lupe for three lousy gold pieces?" sneered one of the thieves. “No," answered Julgen. “I was afraid you were after the four hundred gold pieces in my boot."|During the War of Betony, the Bretons in the Isle of Craghold were under siege for several days. After the island was liberated, Lord Bridwell found the ruins of the castle where a crowd of survivors were hidden away in the dark. It was going to be a difficult job freeing them, as part of the roof had collapsed trapping them all within. Bridwell stuck his head in the only opening and shouted to the Bretons below: “Are there any expectant mothers down there?" “It's hard to say, your Lordship," said a young woman. “We've only been down here for a few days."|An elderly Breton met with a contemporary of his at a guild meeting. “Harryston, old man, I wanted to express my sympathy. I hear that you buried your wife last week." “Had to, old boy," replied Harryston. “Dead, you know."|Why was the Sentinel navy so useless during the War of Betony? The cannons were too heavy, so all three garbage scows sunk.|What does a new Sentinel private learn first as a combat technique? How to retreat.|What is the thinnest book in the world? Redguard Heroes of the War of Betony.|A Dark Elf man killed his wife after catching her making love with another man. When the magistrate asked him why he killed her instead of her lover, the man replied, “I considered it better to kill one woman than a different man every week."|A Dark Elf woman was being shown around Daggerfall. When she was shown the magnificent Castle Daggerfall, she smiled sweetly to her guide and whispered, “It reminds me of sex." “That's odd," said her guide. “Why does our Castle Daggerfall remind you of sex?" The Dark Elf sighed, “Everything does."|Yelithah told Vathysah that she was having dinner with a Dark Elf named Morleth that night. “I hear he's an animal," said Vathysah. “He'll rip your dress right off you." “Thank you for telling me," said Yelithah, “I'll be sure to wear an old dress."|How do you separate sailors in the Khajiiti navy? With a hammer and tongs.|“This orchard has sentimental value to me," said Mojhad, the Khajiit, to his friend, Hasillid. “Under that tree, for example, is where I first made love. And that tree, is where her mother stood, watching us." “She watched you while you made love to her daughter?" said Hasillid, clearly impressed. “Didn't she say anything?" “Meow."|What do you call a Wood Elf who doesn't lie or cheat or steal? A dead Wood Elf.		Billboard Archive Index	==	182	Billboard Record Index	==	5	NoLore	==	0|2
a joke	“How is your wife?" asked Zalither. “She's in bed with laryngitis," replied Harlyth. “Is that Argonian bastard back in town again?"|“I keep seeing spots before my eyes." “Have you seen a healer?" “No, just spots."|A big Nord named Julgen was set on by a gang of thieves. He fought them furiously, but in the end, they beat him into semiconsciousness. They searched his pockets and discovered that he only had three gold pieces on him. “Do you mean to tell us you fought us like a mad lupe for three lousy gold pieces?" sneered one of the thieves. “No," answered Julgen. “I was afraid you were after the four hundred gold pieces in my boot."|During the War of Betony, the Bretons in the Isle of Craghold were under siege for several days. After the island was liberated, Lord Bridwell found the ruins of the castle where a crowd of survivors were hidden away in the dark. It was going to be a difficult job freeing them, as part of the roof had collapsed trapping them all within. Bridwell stuck his head in the only opening and shouted to the Bretons below: “Are there any expectant mothers down there?" “It's hard to say, your Lordship," said a young woman. “We've only been down here for a few days."|An elderly Breton met with a contemporary of his at a guild meeting. “Harryston, old man, I wanted to express my sympathy. I hear that you buried your wife last week." “Had to, old boy," replied Harryston. “Dead, you know."|Why was the Sentinel navy so useless during the War of Betony? The cannons were too heavy, so all three garbage scows sunk.|What does a new Sentinel private learn first as a combat technique? How to retreat.|What is the thinnest book in the world? Redguard Heroes of the War of Betony.|A Dark Elf man killed his wife after catching her making love with another man. When the magistrate asked him why he killed her instead of her lover, the man replied, “I considered it better to kill one woman than a different man every week."|A Dark Elf woman was being shown around Daggerfall. When she was shown the magnificent Castle Daggerfall, she smiled sweetly to her guide and whispered, “It reminds me of sex." “That's odd," said her guide. “Why does our Castle Daggerfall remind you of sex?" The Dark Elf sighed, “Everything does."|Yelithah told Vathysah that she was having dinner with a Dark Elf named Morleth that night. “I hear he's an animal," said Vathysah. “He'll rip your dress right off you." “Thank you for telling me," said Yelithah, “I'll be sure to wear an old dress."|How do you separate sailors in the Khajiiti navy? With a hammer and tongs.|“This orchard has sentimental value to me," said Mojhad, the Khajiit, to his friend, Hasillid. “Under that tree, for example, is where I first made love. And that tree, is where her mother stood, watching us." “She watched you while you made love to her daughter?" said Hasillid, clearly impressed. “Didn't she say anything?" “Meow."|What do you call a Wood Elf who doesn't lie or cheat or steal? A dead Wood Elf.		Billboard Archive Index	==	182	Billboard Record Index	==	6	NoLore	==	0|2
a joke	“How is your wife?" asked Zalither. “She's in bed with laryngitis," replied Harlyth. “Is that Argonian bastard back in town again?"|“I keep seeing spots before my eyes." “Have you seen a healer?" “No, just spots."|A big Nord named Julgen was set on by a gang of thieves. He fought them furiously, but in the end, they beat him into semiconsciousness. They searched his pockets and discovered that he only had three gold pieces on him. “Do you mean to tell us you fought us like a mad lupe for three lousy gold pieces?" sneered one of the thieves. “No," answered Julgen. “I was afraid you were after the four hundred gold pieces in my boot."|During the War of Betony, the Bretons in the Isle of Craghold were under siege for several days. After the island was liberated, Lord Bridwell found the ruins of the castle where a crowd of survivors were hidden away in the dark. It was going to be a difficult job freeing them, as part of the roof had collapsed trapping them all within. Bridwell stuck his head in the only opening and shouted to the Bretons below: “Are there any expectant mothers down there?" “It's hard to say, your Lordship," said a young woman. “We've only been down here for a few days."|An elderly Breton met with a contemporary of his at a guild meeting. “Harryston, old man, I wanted to express my sympathy. I hear that you buried your wife last week." “Had to, old boy," replied Harryston. “Dead, you know."|Why was the Sentinel navy so useless during the War of Betony? The cannons were too heavy, so all three garbage scows sunk.|What does a new Sentinel private learn first as a combat technique? How to retreat.|What is the thinnest book in the world? Redguard Heroes of the War of Betony.|A Dark Elf man killed his wife after catching her making love with another man. When the magistrate asked him why he killed her instead of her lover, the man replied, “I considered it better to kill one woman than a different man every week."|A Dark Elf woman was being shown around Daggerfall. When she was shown the magnificent Castle Daggerfall, she smiled sweetly to her guide and whispered, “It reminds me of sex." “That's odd," said her guide. “Why does our Castle Daggerfall remind you of sex?" The Dark Elf sighed, “Everything does."|Yelithah told Vathysah that she was having dinner with a Dark Elf named Morleth that night. “I hear he's an animal," said Vathysah. “He'll rip your dress right off you." “Thank you for telling me," said Yelithah, “I'll be sure to wear an old dress."|How do you separate sailors in the Khajiiti navy? With a hammer and tongs.|“This orchard has sentimental value to me," said Mojhad, the Khajiit, to his friend, Hasillid. “Under that tree, for example, is where I first made love. And that tree, is where her mother stood, watching us." “She watched you while you made love to her daughter?" said Hasillid, clearly impressed. “Didn't she say anything?" “Meow."|What do you call a Wood Elf who doesn't lie or cheat or steal? A dead Wood Elf.		Billboard Archive Index	==	182	Billboard Record Index	==	49	NoLore	==	0|2
a joke	“How is your wife?" asked Zalither. “She's in bed with laryngitis," replied Harlyth. “Is that Argonian bastard back in town again?"|“I keep seeing spots before my eyes." “Have you seen a healer?" “No, just spots."|A big Nord named Julgen was set on by a gang of thieves. He fought them furiously, but in the end, they beat him into semiconsciousness. They searched his pockets and discovered that he only had three gold pieces on him. “Do you mean to tell us you fought us like a mad lupe for three lousy gold pieces?" sneered one of the thieves. “No," answered Julgen. “I was afraid you were after the four hundred gold pieces in my boot."|During the War of Betony, the Bretons in the Isle of Craghold were under siege for several days. After the island was liberated, Lord Bridwell found the ruins of the castle where a crowd of survivors were hidden away in the dark. It was going to be a difficult job freeing them, as part of the roof had collapsed trapping them all within. Bridwell stuck his head in the only opening and shouted to the Bretons below: “Are there any expectant mothers down there?" “It's hard to say, your Lordship," said a young woman. “We've only been down here for a few days."|An elderly Breton met with a contemporary of his at a guild meeting. “Harryston, old man, I wanted to express my sympathy. I hear that you buried your wife last week." “Had to, old boy," replied Harryston. “Dead, you know."|Why was the Sentinel navy so useless during the War of Betony? The cannons were too heavy, so all three garbage scows sunk.|What does a new Sentinel private learn first as a combat technique? How to retreat.|What is the thinnest book in the world? Redguard Heroes of the War of Betony.|A Dark Elf man killed his wife after catching her making love with another man. When the magistrate asked him why he killed her instead of her lover, the man replied, “I considered it better to kill one woman than a different man every week."|A Dark Elf woman was being shown around Daggerfall. When she was shown the magnificent Castle Daggerfall, she smiled sweetly to her guide and whispered, “It reminds me of sex." “That's odd," said her guide. “Why does our Castle Daggerfall remind you of sex?" The Dark Elf sighed, “Everything does."|Yelithah told Vathysah that she was having dinner with a Dark Elf named Morleth that night. “I hear he's an animal," said Vathysah. “He'll rip your dress right off you." “Thank you for telling me," said Yelithah, “I'll be sure to wear an old dress."|How do you separate sailors in the Khajiiti navy? With a hammer and tongs.|“This orchard has sentimental value to me," said Mojhad, the Khajiit, to his friend, Hasillid. “Under that tree, for example, is where I first made love. And that tree, is where her mother stood, watching us." “She watched you while you made love to her daughter?" said Hasillid, clearly impressed. “Didn't she say anything?" “Meow."|What do you call a Wood Elf who doesn't lie or cheat or steal? A dead Wood Elf.		Billboard Archive Index	==	334	Billboard Record Index	==	3	NoLore	==	0|2
a joke	“How is your wife?" asked Zalither. “She's in bed with laryngitis," replied Harlyth. “Is that Argonian bastard back in town again?"|“I keep seeing spots before my eyes." “Have you seen a healer?" “No, just spots."|A big Nord named Julgen was set on by a gang of thieves. He fought them furiously, but in the end, they beat him into semiconsciousness. They searched his pockets and discovered that he only had three gold pieces on him. “Do you mean to tell us you fought us like a mad lupe for three lousy gold pieces?" sneered one of the thieves. “No," answered Julgen. “I was afraid you were after the four hundred gold pieces in my boot."|During the War of Betony, the Bretons in the Isle of Craghold were under siege for several days. After the island was liberated, Lord Bridwell found the ruins of the castle where a crowd of survivors were hidden away in the dark. It was going to be a difficult job freeing them, as part of the roof had collapsed trapping them all within. Bridwell stuck his head in the only opening and shouted to the Bretons below: “Are there any expectant mothers down there?" “It's hard to say, your Lordship," said a young woman. “We've only been down here for a few days."|An elderly Breton met with a contemporary of his at a guild meeting. “Harryston, old man, I wanted to express my sympathy. I hear that you buried your wife last week." “Had to, old boy," replied Harryston. “Dead, you know."|Why was the Sentinel navy so useless during the War of Betony? The cannons were too heavy, so all three garbage scows sunk.|What does a new Sentinel private learn first as a combat technique? How to retreat.|What is the thinnest book in the world? Redguard Heroes of the War of Betony.|A Dark Elf man killed his wife after catching her making love with another man. When the magistrate asked him why he killed her instead of her lover, the man replied, “I considered it better to kill one woman than a different man every week."|A Dark Elf woman was being shown around Daggerfall. When she was shown the magnificent Castle Daggerfall, she smiled sweetly to her guide and whispered, “It reminds me of sex." “That's odd," said her guide. “Why does our Castle Daggerfall remind you of sex?" The Dark Elf sighed, “Everything does."|Yelithah told Vathysah that she was having dinner with a Dark Elf named Morleth that night. “I hear he's an animal," said Vathysah. “He'll rip your dress right off you." “Thank you for telling me," said Yelithah, “I'll be sure to wear an old dress."|How do you separate sailors in the Khajiiti navy? With a hammer and tongs.|“This orchard has sentimental value to me," said Mojhad, the Khajiit, to his friend, Hasillid. “Under that tree, for example, is where I first made love. And that tree, is where her mother stood, watching us." “She watched you while you made love to her daughter?" said Hasillid, clearly impressed. “Didn't she say anything?" “Meow."|What do you call a Wood Elf who doesn't lie or cheat or steal? A dead Wood Elf.		Billboard Archive Index	==	334	Billboard Record Index	==	6	NoLore	==	0|2
Who are you?	I am @Name@, a fool! Would you like to hear a joke?	a joke	Billboard Archive Index	==	182	Billboard Record Index	==	5	NoLore	==	0|2
Who are you?	I am @Name@, a fool! Would you like to hear a joke?	a joke	Billboard Archive Index	==	182	Billboard Record Index	==	6	NoLore	==	0|2
Who are you?	I am @Name@, a fool! Would you like to hear a joke?	a joke	Billboard Archive Index	==	182	Billboard Record Index	==	49	NoLore	==	0|2
Who are you?	I am @Name@, a fool! Would you like to hear a joke?	a joke	Billboard Archive Index	==	334	Billboard Record Index	==	3	NoLore	==	0|2
Who are you?	I am @Name@, a fool! Would you like to hear a joke?	a joke	Billboard Archive Index	==	334	Billboard Record Index	==	6	NoLore	==	0|2
